Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,hour,month,dayofweek,city_encoded,cluster,anomaly,safety_score
988,2020-11-02 12:00:00,2020-02-11 03:00:00,2020-11-02 21:00:00,Mumbai,196,SEXUAL ASSAULT,32,F,,Violent Crime,8,Yes,13-08-2021 12:00,21.0,2,1,17,2,1,70
990,2020-11-02 23:00:00,2020-02-11 05:00:00,2020-11-02 19:22:00,Kolkata,593,ASSAULT,79,F,Blunt Object,Violent Crime,16,No,,19.0,2,1,13,2,-1,60
991,2020-11-02 09:00:00,2020-02-11 06:00:00,2020-11-02 23:25:00,Pune,156,FIREARM OFFENSE,54,F,Poison,Fire Accident,8,Yes,18-02-2020 09:00,23.0,2,1,21,1,-1,45
993,2020-11-02 14:00:00,2020-02-11 08:00:00,2020-12-02 00:29:00,Nagpur,137,ROBBERY,44,F,Poison,Violent Crime,13,Yes,28-04-2020 14:00,0.0,2,1,18,0,-1,50
994,2020-12-02 09:00:00,2020-02-11 09:00:00,2020-12-02 04:32:00,Mumbai,113,ASSAULT,72,F,Knife,Violent Crime,10,No,,4.0,2,1,17,0,1,80
995,2020-12-02 17:00:00,2020-02-11 10:00:00,2020-11-02 19:04:00,Delhi,277,DRUG OFFENSE,26,F,Blunt Object,Other Crime,16,No,,19.0,2,1,5,2,1,90
996,,2020-02-11 11:00:00,2020-12-02 02:19:00,Kolkata,198,DRUG OFFENSE,30,F,Other,Other Crime,1,No,,2.0,2,1,13,0,1,80
1001,,2020-02-11 16:00:00,2020-11-02 17:17:00,Bhopal,370,FIREARM OFFENSE,46,F,Knife,Fire Accident,12,No,,17.0,2,1,3,2,1,90
1003,,2020-02-11 18:00:00,2020-12-02 15:44:00,Bangalore,393,SHOPLIFTING,21,F,Blunt Object,Other Crime,13,No,,15.0,2,1,2,2,1,90
1004,,2020-02-11 19:00:00,2020-11-02 23:10:00,Mumbai,129,ARSON,60,F,Poison,Fire Accident,7,No,,23.0,2,1,17,2,-1,40
1007,,2020-02-11 22:00:00,2020-12-02 18:07:00,Delhi,174,SHOPLIFTING,73,F,Poison,Other Crime,2,Yes,14-03-2020 22:00,18.0,2,1,5,2,1,90
1008,2020-12-02 12:00:00,2020-02-11 23:00:00,2020-12-02 22:23:00,Hyderabad,555,PUBLIC INTOXICATION,64,F,Poison,Other Crime,11,No,,22.0,2,1,8,2,-1,40
1009,2020-12-02 16:00:00,2020-02-12 00:00:00,2020-12-02 19:41:00,Chennai,440,DOMESTIC VIOLENCE,31,F,Explosives,Violent Crime,5,Yes,19-04-2020 16:00,19.0,2,2,4,2,1,90
1011,2020-12-02 03:00:00,2020-02-12 02:00:00,2020-12-02 16:49:00,Ahmedabad,113,VEHICLE - STOLEN,14,F,Firearm,Violent Crime,4,No,,16.0,2,2,1,2,1,90
1012,,2020-02-12 03:00:00,2020-12-02 06:04:00,Kolkata,132,COUNTERFEITING,70,F,Poison,Other Crime,9,No,,6.0,2,2,13,0,1,100
1014,,2020-02-12 05:00:00,,Jaipur,505,IDENTITY THEFT,42,F,Firearm,Violent Crime,16,No,,11.0,2,2,10,2,1,90
1015,,2020-02-12 06:00:00,2020-12-02 22:57:00,Lucknow,199,SHOPLIFTING,41,F,Firearm,Other Crime,5,Yes,21-02-2020 23:00,22.0,2,2,14,2,1,70
1016,2020-12-02 17:00:00,2020-02-12 07:00:00,,Surat,494,PUBLIC INTOXICATION,63,F,Blunt Object,Other Crime,1,No,,11.0,2,2,24,1,1,95
1017,,2020-02-12 08:00:00,2020-12-02 22:00:00,Bangalore,575,SHOPLIFTING,34,F,Firearm,Other Crime,9,No,,22.0,2,2,2,2,-1,40
1019,,2020-02-12 10:00:00,2020-12-02 13:53:00,Chennai,215,HOMICIDE,55,F,Other,Other Crime,19,No,,13.0,2,2,4,2,1,90
1020,2020-12-02 20:00:00,2020-02-12 11:00:00,2020-12-02 11:07:00,Pune,378,HOMICIDE,55,F,Blunt Object,Other Crime,3,No,,11.0,2,2,21,1,1,95
1021,2020-12-02 16:00:00,2020-02-12 12:00:00,,Faridabad,521,KIDNAPPING,34,F,Blunt Object,Other Crime,11,No,,11.0,2,2,6,2,1,90
1022,2020-12-02 15:00:00,2020-02-12 13:00:00,,Lucknow,120,ROBBERY,38,F,Explosives,Violent Crime,5,Yes,06-05-2020 15:00,11.0,2,2,14,2,1,90
1023,,2020-02-12 14:00:00,2020-12-02 15:00:00,Kolkata,423,COUNTERFEITING,55,F,Firearm,Other Crime,6,No,,15.0,2,2,13,2,1,90
1025,2020-12-02 22:00:00,2020-02-12 16:00:00,,Delhi,225,VANDALISM,39,F,Blunt Object,Other Crime,7,No,,11.0,2,2,5,2,1,90
1026,,2020-02-12 17:00:00,,Mumbai,360,BURGLARY,65,F,,Other Crime,4,No,,11.0,2,2,17,1,1,95
1027,,2020-02-12 18:00:00,2020-12-02 18:48:00,Ahmedabad,138,CYBERCRIME,53,F,Blunt Object,Other Crime,14,Yes,07-04-2020 00:00,18.0,2,2,1,2,1,90
1029,,2020-02-12 20:00:00,,Surat,265,FRAUD,18,F,Knife,Other Crime,6,Yes,02-05-2020 08:00,11.0,2,2,24,1,1,95
1032,,2020-02-12 23:00:00,,Mumbai,456,ARSON,41,F,Firearm,Fire Accident,19,Yes,21-04-2020 09:00,11.0,2,2,17,1,1,95
1033,,2020-02-13 00:00:00,,Surat,426,CYBERCRIME,77,F,,Other Crime,4,No,,11.0,2,3,24,1,1,95
1034,,2020-02-13 01:00:00,,Kanpur,528,ROBBERY,23,F,,Violent Crime,10,No,,11.0,2,3,12,1,1,95
1036,,2020-02-13 03:00:00,,Ahmedabad,199,TRAFFIC VIOLATION,41,F,Knife,Traffic Fatality,13,Yes,06-03-2020 19:00,11.0,2,3,1,3,1,85
1037,,2020-02-13 04:00:00,,Kolkata,527,KIDNAPPING,60,F,Blunt Object,Other Crime,17,Yes,04-03-2020 08:00,11.0,2,3,13,1,1,95
1040,,2020-02-13 07:00:00,,Bangalore,138,VEHICLE - STOLEN,10,F,,Violent Crime,10,Yes,11-05-2020 00:00,11.0,2,3,2,3,1,85
1041,,2020-02-13 08:00:00,,Pune,522,EXTORTION,52,F,,Other Crime,5,No,,11.0,2,3,21,1,1,95
1042,,2020-02-13 09:00:00,,Patna,192,CYBERCRIME,63,F,,Other Crime,16,No,,11.0,2,3,20,1,1,95
1043,,2020-02-13 10:00:00,,Ghaziabad,213,IDENTITY THEFT,36,F,Knife,Violent Crime,12,Yes,22-02-2020 20:00,11.0,2,3,7,3,1,85
1044,,2020-02-13 11:00:00,,Indore,469,PUBLIC INTOXICATION,11,F,,Other Crime,7,Yes,26-02-2020 18:00,11.0,2,3,9,3,1,85
1045,,2020-02-13 12:00:00,,Bangalore,538,TRAFFIC VIOLATION,35,F,Knife,Traffic Fatality,10,No,,11.0,2,3,2,3,1,85
1046,,2020-02-13 13:00:00,,Faridabad,461,TRAFFIC VIOLATION,42,F,Poison,Traffic Fatality,13,No,,11.0,2,3,6,3,1,85
1047,,2020-02-13 14:00:00,,Mumbai,508,HOMICIDE,66,F,Other,Other Crime,12,No,,11.0,2,3,17,1,1,95
1048,,2020-02-13 15:00:00,,Meerut,556,VEHICLE - STOLEN,58,F,,Violent Crime,18,Yes,06-03-2020 00:00,11.0,2,3,16,1,1,95
1049,,2020-02-13 16:00:00,,Ahmedabad,463,FIREARM OFFENSE,22,F,Firearm,Fire Accident,3,No,,11.0,2,3,1,3,1,85
1051,,2020-02-13 18:00:00,,Delhi,401,FRAUD,42,F,Explosives,Other Crime,16,Yes,12-03-2020 10:00,11.0,2,3,5,3,1,85
1052,,2020-02-13 19:00:00,,Chennai,391,VEHICLE - STOLEN,32,F,Poison,Violent Crime,14,Yes,05-03-2020 05:00,11.0,2,3,4,3,1,85
1053,,2020-02-13 20:00:00,,Hyderabad,182,TRAFFIC VIOLATION,44,F,,Traffic Fatality,9,Yes,28-02-2020 10:00,11.0,2,3,8,3,1,85
1055,,2020-02-13 22:00:00,,Jaipur,386,IDENTITY THEFT,25,F,Knife,Violent Crime,4,No,,11.0,2,3,10,3,1,85
1057,,2020-02-14 00:00:00,,Hyderabad,280,HOMICIDE,16,F,Knife,Other Crime,7,Yes,09-01-2021 03:00,11.0,2,4,8,3,1,85
1061,,2020-02-14 04:00:00,,Bangalore,333,FIREARM OFFENSE,42,F,,Fire Accident,11,No,,11.0,2,4,2,3,1,85
1063,,2020-02-14 06:00:00,,Ludhiana,337,VANDALISM,60,F,Explosives,Other Crime,3,Yes,07-04-2020 23:00,11.0,2,4,15,1,1,95
1064,,2020-02-14 07:00:00,,Ludhiana,420,COUNTERFEITING,62,F,Blunt Object,Other Crime,8,Yes,07-05-2020 04:00,11.0,2,4,15,1,1,95
1065,,2020-02-14 08:00:00,,Hyderabad,120,IDENTITY THEFT,22,F,Explosives,Violent Crime,14,No,,11.0,2,4,8,3,1,85
1067,,2020-02-14 10:00:00,,Lucknow,342,ROBBERY,31,F,Knife,Violent Crime,2,No,,11.0,2,4,14,1,1,95
1068,,2020-02-14 11:00:00,,Ahmedabad,446,BURGLARY,32,F,Explosives,Other Crime,7,No,,11.0,2,4,1,3,1,85
1069,,2020-02-14 12:00:00,,Chennai,232,ILLEGAL POSSESSION,18,F,Firearm,Other Crime,15,Yes,06-05-2020 05:00,11.0,2,4,4,3,1,85
1071,,2020-02-14 14:00:00,,Ahmedabad,126,IDENTITY THEFT,35,F,Other,Violent Crime,7,Yes,23-03-2020 10:00,11.0,2,4,1,3,1,85
1072,,2020-02-14 15:00:00,,Kanpur,514,ILLEGAL POSSESSION,57,F,Poison,Other Crime,10,Yes,03-03-2020 04:00,11.0,2,4,12,3,1,85
1073,,2020-02-14 16:00:00,,Mumbai,240,DRUG OFFENSE,42,F,Explosives,Other Crime,6,No,,11.0,2,4,17,1,1,95
1074,,2020-02-14 17:00:00,,Pune,127,ARSON,19,F,Firearm,Fire Accident,12,No,,11.0,2,4,21,1,1,95
1075,,2020-02-14 18:00:00,,Ghaziabad,389,VEHICLE - STOLEN,17,F,Other,Violent Crime,10,No,,11.0,2,4,7,3,1,85
1077,,2020-02-14 20:00:00,,Kolkata,546,BURGLARY,50,F,Explosives,Other Crime,11,Yes,23-03-2020 00:00,11.0,2,4,13,1,1,95
1079,,2020-02-14 22:00:00,,Chennai,130,ARSON,64,F,Other,Fire Accident,9,Yes,20-03-2020 10:00,11.0,2,4,4,3,1,85
1080,,2020-02-14 23:00:00,,Kolkata,399,EXTORTION,67,F,Knife,Other Crime,14,Yes,02-03-2020 13:00,11.0,2,4,13,1,1,95
1081,,2020-02-15 00:00:00,,Delhi,522,ASSAULT,41,F,,Violent Crime,3,Yes,09-05-2020 13:00,11.0,2,5,5,3,1,85
1083,,2020-02-15 02:00:00,,Mumbai,398,PUBLIC INTOXICATION,16,F,Firearm,Other Crime,5,No,,11.0,2,5,17,1,1,95
1084,,2020-02-15 03:00:00,,Hyderabad,121,VEHICLE - STOLEN,57,F,Blunt Object,Violent Crime,3,Yes,26-02-2020 01:00,11.0,2,5,8,3,1,85
1087,,2020-02-15 06:00:00,,Delhi,401,ILLEGAL POSSESSION,34,F,Firearm,Other Crime,2,Yes,25-02-2020 13:00,11.0,2,5,5,3,1,85
1088,,2020-02-15 07:00:00,,Delhi,573,FIREARM OFFENSE,42,F,Firearm,Fire Accident,11,No,,11.0,2,5,5,3,1,85
1089,,2020-02-15 08:00:00,,Delhi,334,FIREARM OFFENSE,72,F,Firearm,Fire Accident,9,Yes,19-03-2020 17:00,11.0,2,5,5,3,1,85
1090,,2020-02-15 09:00:00,,Vasai,119,HOMICIDE,79,F,Knife,Other Crime,6,Yes,18-08-2020 04:00,11.0,2,5,27,1,-1,65
1091,,2020-02-15 10:00:00,,Thane,470,IDENTITY THEFT,38,F,,Violent Crime,16,Yes,11-05-2020 01:00,11.0,2,5,25,1,1,95
1093,,2020-02-15 12:00:00,,Indore,316,TRAFFIC VIOLATION,41,F,Explosives,Traffic Fatality,17,No,,11.0,2,5,9,3,1,85
1096,,2020-02-15 15:00:00,,Vasai,207,FIREARM OFFENSE,36,F,Blunt Object,Fire Accident,13,Yes,09-03-2020 10:00,11.0,2,5,27,1,1,95
1097,,2020-02-15 16:00:00,,Rajkot,406,VEHICLE - STOLEN,73,F,Explosives,Violent Crime,6,Yes,22-04-2020 21:00,11.0,2,5,22,1,1,95
1098,,2020-02-15 17:00:00,,Thane,302,CYBERCRIME,52,F,Knife,Other Crime,15,Yes,20-03-2020 21:00,11.0,2,5,25,1,1,95
1099,,2020-02-15 18:00:00,,Kolkata,531,TRAFFIC VIOLATION,18,F,,Traffic Fatality,8,Yes,19-02-2020 12:00,11.0,2,5,13,3,1,85
1100,,2020-02-15 19:00:00,,Bangalore,305,TRAFFIC VIOLATION,72,F,Blunt Object,Traffic Fatality,1,No,,11.0,2,5,2,3,1,85
1101,,2020-02-15 20:00:00,,Jaipur,575,FRAUD,34,F,Knife,Other Crime,1,No,,11.0,2,5,10,3,1,85
1103,,2020-02-15 22:00:00,,Mumbai,318,VEHICLE - STOLEN,61,F,Firearm,Violent Crime,1,Yes,05-04-2020 16:00,11.0,2,5,17,1,1,95
1105,,2020-02-16 00:00:00,,Mumbai,148,DOMESTIC VIOLENCE,77,F,,Violent Crime,1,Yes,24-04-2020 12:00,11.0,2,6,17,1,1,95
1106,,2020-02-16 01:00:00,,Delhi,141,ROBBERY,53,F,Blunt Object,Violent Crime,18,Yes,20-04-2020 15:00,11.0,2,6,5,3,1,85
1107,,2020-02-16 02:00:00,,Thane,211,DOMESTIC VIOLENCE,42,F,Blunt Object,Violent Crime,12,No,,11.0,2,6,25,1,1,95
1108,,2020-02-16 03:00:00,,Bangalore,127,ASSAULT,46,F,Other,Violent Crime,9,Yes,16-03-2020 10:00,11.0,2,6,2,3,1,85
1109,,2020-02-16 04:00:00,,Pune,103,ARSON,25,F,Other,Fire Accident,16,No,,11.0,2,6,21,1,1,95
1110,,2020-02-16 05:00:00,,Kolkata,494,COUNTERFEITING,39,F,Blunt Object,Other Crime,2,Yes,17-05-2020 10:00,11.0,2,6,13,3,1,85
1112,,2020-02-16 07:00:00,,Pune,424,IDENTITY THEFT,46,F,,Violent Crime,17,No,,11.0,2,6,21,1,1,95
1113,,2020-02-16 08:00:00,,Pune,487,BURGLARY,25,F,Explosives,Other Crime,14,Yes,08-04-2020 11:00,11.0,2,6,21,1,1,95
1114,,2020-02-16 09:00:00,,Delhi,432,KIDNAPPING,23,F,,Other Crime,6,Yes,17-04-2020 12:00,11.0,2,6,5,3,1,85
1117,,2020-02-16 12:00:00,,Jaipur,484,KIDNAPPING,36,F,,Other Crime,13,No,,11.0,2,6,10,3,1,85
1119,,2020-02-16 14:00:00,,Meerut,571,VEHICLE - STOLEN,76,F,Other,Violent Crime,6,No,,11.0,2,6,16,1,1,95
1120,,2020-02-16 15:00:00,,Delhi,257,ILLEGAL POSSESSION,23,F,Poison,Other Crime,18,Yes,08-04-2020 11:00,11.0,2,6,5,3,1,85
1122,,2020-02-16 17:00:00,,Nagpur,270,FIREARM OFFENSE,41,F,Knife,Fire Accident,11,No,,11.0,2,6,18,1,1,95
1123,,2020-02-16 18:00:00,,Bangalore,318,IDENTITY THEFT,27,F,Explosives,Violent Crime,14,No,,11.0,2,6,2,3,1,85
1124,,2020-02-16 19:00:00,,Ghaziabad,571,ASSAULT,37,F,Poison,Violent Crime,14,No,,11.0,2,6,7,3,1,85
1125,,2020-02-16 20:00:00,,Lucknow,522,SEXUAL ASSAULT,46,F,,Violent Crime,19,Yes,01-11-2020 07:00,11.0,2,6,14,3,1,85
1126,,2020-02-16 21:00:00,,Bhopal,439,ROBBERY,41,F,Blunt Object,Violent Crime,15,No,,11.0,2,6,3,3,1,85
1128,,2020-02-16 23:00:00,,Ghaziabad,368,DRUG OFFENSE,41,F,,Other Crime,14,No,,11.0,2,6,7,3,1,85
1129,,2020-02-17 00:00:00,,Kanpur,175,TRAFFIC VIOLATION,65,F,Firearm,Traffic Fatality,5,No,,11.0,2,0,12,2,1,90
1130,,2020-02-17 01:00:00,,Delhi,373,HOMICIDE,78,F,Poison,Other Crime,1,No,,11.0,2,0,5,2,1,90
1131,,2020-02-17 02:00:00,,Lucknow,537,VEHICLE - STOLEN,70,F,,Violent Crime,2,No,,11.0,2,0,14,2,1,90
1135,,2020-02-17 06:00:00,,Kolkata,321,IDENTITY THEFT,10,F,Firearm,Violent Crime,19,Yes,04-03-2020 16:00,11.0,2,0,13,2,1,90
1138,,2020-02-17 09:00:00,,Mumbai,114,TRAFFIC VIOLATION,67,F,Knife,Traffic Fatality,11,No,,11.0,2,0,17,2,1,90
1139,,2020-02-17 10:00:00,,Mumbai,260,VEHICLE - STOLEN,40,F,Blunt Object,Violent Crime,4,Yes,26-02-2020 13:00,11.0,2,0,17,2,1,90
1140,,2020-02-17 11:00:00,,Nagpur,431,VANDALISM,56,F,Other,Other Crime,3,No,,11.0,2,0,18,2,1,90
1141,,2020-02-17 12:00:00,,Hyderabad,409,EXTORTION,16,F,Blunt Object,Other Crime,6,Yes,01-03-2020 06:00,11.0,2,0,8,2,1,90
1142,,2020-02-17 13:00:00,,Jaipur,123,KIDNAPPING,66,F,Explosives,Other Crime,10,Yes,11-05-2020 05:00,11.0,2,0,10,2,1,90
1143,,2020-02-17 14:00:00,,Faridabad,445,FIREARM OFFENSE,63,F,Explosives,Fire Accident,6,No,,11.0,2,0,6,2,1,90
1145,,2020-02-17 16:00:00,,Mumbai,179,CYBERCRIME,45,F,Explosives,Other Crime,4,Yes,02-05-2020 00:00,11.0,2,0,17,2,1,90
1146,,2020-02-17 17:00:00,,Jaipur,548,DRUG OFFENSE,56,F,Other,Other Crime,6,No,,11.0,2,0,10,2,1,90
1147,,2020-02-17 18:00:00,,Pune,116,FRAUD,62,F,Other,Other Crime,2,Yes,04-03-2020 03:00,11.0,2,0,21,1,1,95
1148,,2020-02-17 19:00:00,,Ahmedabad,101,BURGLARY,78,F,,Other Crime,10,Yes,06-08-2020 04:00,11.0,2,0,1,2,1,90
1149,,2020-02-17 20:00:00,,Hyderabad,571,SEXUAL ASSAULT,64,F,Knife,Violent Crime,4,No,,11.0,2,0,8,2,1,90
1150,,2020-02-17 21:00:00,,Mumbai,249,PUBLIC INTOXICATION,60,F,,Other Crime,14,No,,11.0,2,0,17,2,1,90
1151,,2020-02-17 22:00:00,,Jaipur,472,VEHICLE - STOLEN,30,F,Poison,Violent Crime,16,Yes,05-03-2020 00:00,11.0,2,0,10,2,1,90
1153,,2020-02-18 00:00:00,,Kolkata,277,ILLEGAL POSSESSION,76,F,,Other Crime,4,Yes,14-04-2020 05:00,11.0,2,1,13,2,1,90
1155,,2020-02-18 02:00:00,,Delhi,210,CYBERCRIME,72,F,,Other Crime,7,Yes,06-04-2020 07:00,11.0,2,1,5,2,1,90
1156,,2020-02-18 03:00:00,,Bhopal,293,KIDNAPPING,31,F,Poison,Other Crime,8,No,,11.0,2,1,3,2,1,90
1157,,2020-02-18 04:00:00,,Bangalore,577,TRAFFIC VIOLATION,26,F,Knife,Traffic Fatality,12,Yes,13-03-2020 20:00,11.0,2,1,2,2,1,90
1158,,2020-02-18 05:00:00,,Agra,570,IDENTITY THEFT,79,F,,Violent Crime,5,No,,11.0,2,1,0,2,1,90
1159,,2020-02-18 06:00:00,,Ghaziabad,289,ROBBERY,15,F,Explosives,Violent Crime,9,No,,11.0,2,1,7,2,1,90
1161,,2020-02-18 08:00:00,,Jaipur,197,ROBBERY,32,F,Explosives,Violent Crime,12,Yes,05-08-2020 06:00,11.0,2,1,10,2,1,90
1163,,2020-02-18 10:00:00,,Patna,563,VANDALISM,73,F,Firearm,Other Crime,13,No,,11.0,2,1,20,1,1,95
1164,,2020-02-18 11:00:00,,Chennai,109,ASSAULT,12,F,Blunt Object,Violent Crime,3,No,,11.0,2,1,4,2,1,90
1165,,2020-02-18 12:00:00,,Bangalore,210,FIREARM OFFENSE,57,F,Poison,Fire Accident,1,Yes,11-03-2020 23:00,11.0,2,1,2,2,1,90
1172,,2020-02-18 19:00:00,,Lucknow,240,ARSON,38,F,Knife,Fire Accident,4,No,,11.0,2,1,14,2,1,90
1173,,2020-02-18 20:00:00,,Mumbai,360,FIREARM OFFENSE,31,F,Other,Fire Accident,4,Yes,15-04-2020 06:00,11.0,2,1,17,2,1,90
1174,,2020-02-18 21:00:00,,Kanpur,218,FRAUD,67,F,Explosives,Other Crime,12,Yes,11-04-2020 15:00,11.0,2,1,12,2,1,90
1175,,2020-02-18 22:00:00,,Lucknow,353,ILLEGAL POSSESSION,54,F,Explosives,Other Crime,5,Yes,17-03-2020 07:00,11.0,2,1,14,2,1,90
1176,,2020-02-18 23:00:00,,Visakhapatnam,119,EXTORTION,10,F,Blunt Object,Other Crime,3,No,,11.0,2,1,28,1,-1,65
1178,,2020-02-19 01:00:00,,Bangalore,137,KIDNAPPING,70,F,,Other Crime,8,No,,11.0,2,2,2,2,1,90
1179,,2020-02-19 02:00:00,,Jaipur,206,FRAUD,71,F,Poison,Other Crime,5,Yes,27-03-2020 06:00,11.0,2,2,10,2,1,90
1180,,2020-02-19 03:00:00,,Nashik,106,COUNTERFEITING,10,F,,Other Crime,11,Yes,18-03-2020 14:00,11.0,2,2,19,1,1,95
1181,,2020-02-19 04:00:00,,Surat,345,ROBBERY,73,F,Firearm,Violent Crime,8,Yes,28-07-2020 22:00,11.0,2,2,24,1,1,95
1182,,2020-02-19 05:00:00,,Ludhiana,554,KIDNAPPING,79,F,,Other Crime,15,No,,11.0,2,2,15,1,1,95
1183,,2020-02-19 06:00:00,,Ahmedabad,563,IDENTITY THEFT,77,F,Knife,Violent Crime,3,Yes,29-04-2020 19:00,11.0,2,2,1,2,1,90
1184,,2020-02-19 07:00:00,,Kanpur,147,ILLEGAL POSSESSION,55,F,Knife,Other Crime,19,Yes,19-03-2020 14:00,11.0,2,2,12,2,1,90
1186,,2020-02-19 09:00:00,,Hyderabad,457,EXTORTION,25,F,Other,Other Crime,3,Yes,07-03-2020 19:00,11.0,2,2,8,2,1,90
1187,,2020-02-19 10:00:00,,Delhi,284,DRUG OFFENSE,75,F,Blunt Object,Other Crime,14,Yes,18-05-2020 15:00,11.0,2,2,5,2,1,90
1188,,2020-02-19 11:00:00,,Bangalore,424,HOMICIDE,70,F,Blunt Object,Other Crime,19,Yes,01-08-2021 05:00,11.0,2,2,2,2,1,90
1189,,2020-02-19 12:00:00,,Mumbai,136,SHOPLIFTING,39,F,Explosives,Other Crime,12,No,,11.0,2,2,17,1,1,95
1191,,2020-02-19 14:00:00,,Visakhapatnam,561,CYBERCRIME,76,F,Other,Other Crime,10,No,,11.0,2,2,28,1,-1,65
1192,,2020-02-19 15:00:00,,Mumbai,143,VEHICLE - STOLEN,65,F,Poison,Violent Crime,8,No,,11.0,2,2,17,1,1,95
1193,,2020-02-19 16:00:00,,Kanpur,579,KIDNAPPING,12,F,Knife,Other Crime,3,No,,11.0,2,2,12,2,1,90
1194,,2020-02-19 17:00:00,,Patna,341,ASSAULT,55,F,Poison,Violent Crime,2,No,,11.0,2,2,20,1,1,95
1197,,2020-02-19 20:00:00,,Bangalore,410,CYBERCRIME,65,F,Blunt Object,Other Crime,5,Yes,06-04-2020 00:00,11.0,2,2,2,2,1,90
1198,,2020-02-19 21:00:00,,Pune,327,VANDALISM,64,F,Knife,Other Crime,16,No,,11.0,2,2,21,1,1,95
1199,,2020-02-19 22:00:00,,Meerut,408,ROBBERY,52,F,Blunt Object,Violent Crime,7,Yes,02-06-2020 11:00,11.0,2,2,16,1,1,95
1201,,2020-02-20 00:00:00,,Mumbai,348,ASSAULT,24,F,Poison,Violent Crime,10,No,,11.0,2,3,17,1,1,95
1203,,2020-02-20 02:00:00,,Kolkata,386,VEHICLE - STOLEN,14,F,Knife,Violent Crime,8,Yes,22-04-2020 11:00,11.0,2,3,13,1,1,95
1204,,2020-02-20 03:00:00,,Mumbai,222,COUNTERFEITING,23,F,Poison,Other Crime,17,Yes,17-04-2020 08:00,11.0,2,3,17,1,1,95
1206,,2020-02-20 05:00:00,,Kanpur,166,COUNTERFEITING,25,F,Explosives,Other Crime,1,Yes,15-04-2020 15:00,11.0,2,3,12,1,1,95
1209,,2020-02-20 08:00:00,,Chennai,249,DOMESTIC VIOLENCE,33,F,,Violent Crime,19,Yes,23-04-2020 23:00,11.0,2,3,4,3,1,85
1211,,2020-02-20 10:00:00,,Kanpur,218,ILLEGAL POSSESSION,53,F,Knife,Other Crime,4,Yes,08-04-2020 17:00,11.0,2,3,12,1,1,95
1213,,2020-02-20 12:00:00,,Chennai,147,KIDNAPPING,73,F,Other,Other Crime,17,Yes,14-05-2020 18:00,11.0,2,3,4,3,1,85
1214,,2020-02-20 13:00:00,,Mumbai,452,KIDNAPPING,62,F,Firearm,Other Crime,14,No,,11.0,2,3,17,1,1,95
1215,,2020-02-20 14:00:00,,Meerut,270,FIREARM OFFENSE,38,F,Other,Fire Accident,8,Yes,04-04-2020 01:00,11.0,2,3,16,1,1,95
1218,,2020-02-20 17:00:00,,Delhi,451,DOMESTIC VIOLENCE,79,F,Poison,Violent Crime,15,No,,11.0,2,3,5,3,1,85
1221,,2020-02-20 20:00:00,,Ghaziabad,112,FIREARM OFFENSE,21,F,Firearm,Fire Accident,4,Yes,23-03-2020 06:00,11.0,2,3,7,3,1,85
1222,,2020-02-20 21:00:00,,Delhi,546,DOMESTIC VIOLENCE,73,F,,Violent Crime,16,No,,11.0,2,3,5,3,1,85
1223,,2020-02-20 22:00:00,,Jaipur,295,BURGLARY,13,F,Knife,Other Crime,11,No,,11.0,2,3,10,3,1,85
1224,,2020-02-20 23:00:00,,Bangalore,302,DRUG OFFENSE,59,F,,Other Crime,5,No,,11.0,2,3,2,3,1,85
1225,,2020-02-21 00:00:00,,Delhi,146,SEXUAL ASSAULT,56,F,Firearm,Violent Crime,19,No,,11.0,2,4,5,3,1,85
1226,,2020-02-21 01:00:00,,Mumbai,310,SHOPLIFTING,44,F,Knife,Other Crime,3,Yes,01-03-2020 10:00,11.0,2,4,17,1,1,95
1228,,2020-02-21 03:00:00,,Mumbai,234,COUNTERFEITING,40,F,Other,Other Crime,4,No,,11.0,2,4,17,1,1,95
1231,,2020-02-21 06:00:00,,Kolkata,203,FRAUD,70,F,Blunt Object,Other Crime,3,No,,11.0,2,4,13,1,1,95
1233,,2020-02-21 08:00:00,,Ludhiana,558,ILLEGAL POSSESSION,41,F,Other,Other Crime,19,No,,11.0,2,4,15,1,1,95
1234,,2020-02-21 09:00:00,,Pune,380,ASSAULT,22,F,Knife,Violent Crime,16,No,,11.0,2,4,21,1,1,95
1236,,2020-02-21 11:00:00,,Jaipur,395,IDENTITY THEFT,30,F,Knife,Violent Crime,12,No,,11.0,2,4,10,3,1,85
1237,,2020-02-21 12:00:00,,Kolkata,453,DOMESTIC VIOLENCE,56,F,Knife,Violent Crime,11,No,,11.0,2,4,13,1,1,95
1238,,2020-02-21 13:00:00,,Bangalore,201,ASSAULT,51,F,Blunt Object,Violent Crime,10,Yes,08-04-2020 19:00,11.0,2,4,2,3,1,85
1239,,2020-02-21 14:00:00,,Hyderabad,569,DOMESTIC VIOLENCE,18,F,,Violent Crime,8,No,,11.0,2,4,8,3,1,85
1242,,2020-02-21 17:00:00,,Hyderabad,348,FIREARM OFFENSE,28,F,Blunt Object,Fire Accident,14,Yes,15-05-2020 14:00,11.0,2,4,8,3,1,85
1243,,2020-02-21 18:00:00,,Pune,595,COUNTERFEITING,55,F,Other,Other Crime,2,Yes,23-05-2020 11:00,11.0,2,4,21,1,1,95
